College_Name,Course,City,State,University,Average_Fees,Rating,NIRF_Rank,Institute_Type,NBA_Accreditation,NAAC_Accreditation,Website,Course_Category,Affordability_Score,Quality_Score,Overall_Score,Affordability_Tier,Quality_Tier,Ranking_Tier
Dayananda Sagar College of Engineering,MEDICAL ELECTRONICS,Bengaluru,Karnataka,"Visvesvaraya Technological University, Belagavi",250735.16129032252,3.42,,Private - Autonomous,Yes,Yes,www.dayanandas agar.e,Electronics & Communication,49.8529677419355,77.5,66.4,Moderate,Good,Not Ranked
Manipal Institute of Technology,PRINTING TECHNOLOGY,Manipal,Karnataka,Not Available,0.0,0.0,56.0,Private,Yes,Not Available,www.manipal.ed u,Other Engineering,,66.7,66.7,Not Available,Good,Top 100
M. S. Ramaiah Institute of Technology,TELECOMMUNICATION ENGINEERING,Bengaluru,Karnataka,Not Available,0.0,0.0,75.0,Private - Autonomous,Yes,Yes,www.msrit.edu,Electronics & Communication,,76.9,76.9,Not Available,Good,Top 100
B.M.S. College of Engineering,TELECOMMUNICATION ENGINEERING,Bengaluru,Karnataka,Not Available,0.0,0.0,151.0,Government Autonomous,Yes,Yes,www.bmsce.ac.in,Electronics & Communication,,65.3,65.3,Not Available,Good,Top 200
Siddaganga Institute of Technology,TELECOMMUNICATION ENGINEERING,Tumakuru,Karnataka,"Visvesvaraya Technological University, Belagavi",249357.14285714287,0.0,100.0,Private - Autonomous,Yes,Yes,www.sit.ac.in,Electronics & Communication,50.128571428571426,71.4,62.9,Moderate,Good,Top 100
RVS College of Engineering,TELECOMMUNICATION ENGINEERING,Padiyur,Tamil Nadu,"Anna University, Chennai",103000.0,0.0,99.0,Private,Yes,Not Available,www.rvce.edu.in,Electronics & Communication,79.4,57.4,66.2,Affordable,Average,Top 100
Don Bosco Institute of Technology,TELECOMMUNICATION ENGINEERING,Bengaluru,Karnataka,"Visvesvaraya Technological University, Belagavi",175272.72727272726,0.0,,Private,Yes,Yes,www.dbit.co.in,Electronics & Communication,64.94545454545454,72.0,69.2,Affordable,Good,Not Ranked
GSSS Institute of Engineering and Technology for Women,TELECOMMUNICATION ENGINEERING,Mysuru,Karnataka,"Visvesvaraya Technological University, Belagavi",197250.00000000003,0.0,,Private,Yes,Yes,www.geethashish u.in,Electronics & Communication,60.55,86.7,76.2,Affordable,Excellent,Not Ranked
Dr. Ambedkar Institute of Technology,TELECOMMUNICATION ENGINEERING,Bengaluru,Karnataka,"Visvesvaraya Technological University, Belagavi",88362.38095238095,3.17,,Government Autonomous,Yes,Yes,www.dr-ait.org,Electronics & Communication,82.32752380952381,81.7,82.0,Budget-Friendly,Excellent,Not Ranked
BMS Institute of Technology and Management,TELECOMMUNICATION ENGINEERING,Bengaluru,Karnataka,"Visvesvaraya Technological University, Belagavi",188800.0,3.21,,Private,Yes,Yes,www.bmsit.ac.in,Electronics & Communication,62.239999999999995,75.4,70.1,Affordable,Good,Not Ranked
Sri Siddhartha Institute of Technology,TELECOMMUNICATION ENGINEERING,Tumakuru,Karnataka,"Sri Siddhartha Academy of Higher Education, Tumkur",135411.76470588235,0.0,,Private,Yes,Yes,www.ssit.edu.in,Electronics & Communication,72.91764705882353,86.7,81.2,Affordable,Excellent,Not Ranked
Dayananda Sagar College of Engineering,TELECOMMUNICATION ENGINEERING,Bengaluru,Karnataka,"Visvesvaraya Technological University, Belagavi",250735.16129032252,3.42,,Private - Autonomous,Yes,Yes,www.dayanandas agar.e,Electronics & Communication,49.8529677419355,77.5,66.4,Moderate,Good,Not Ranked
KS Institute of Technology,BIOMEDICAL ENGINEERING,Bengaluru,Karnataka,"Visvesvaraya Technological University, Belagavi",284571.4285714286,0.0,,Private,No,No,www.ksit.ac.in,Chemical & Biotechnology,43.08571428571429,20.0,29.2,Moderate,Below Average,Not Ranked
KS Institute of Technology,CIVIL ENGINEERING,Bengaluru,Karnataka,"Visvesvaraya Technological University, Belagavi",284571.4285714286,0.0,,Private,No,No,www.ksit.ac.in,Civil Engineering,43.08571428571429,20.0,29.2,Moderate,Below Average,Not Ranked
KS Institute of Technology,COMPUTER SCIENCE AND ENGINEERING,Bengaluru,Karnataka,"Visvesvaraya Technological University, Belagavi",284571.4285714286,0.0,,Private,No,No,www.ksit.ac.in,Computer Science & IT,43.08571428571429,20.0,29.2,Moderate,Below Average,Not Ranked
KS Institute of Technology,ELECTRICAL AND ELECTRONICS ENGINEERING,Bengaluru,Karnataka,"Visvesvaraya Technological University, Belagavi",284571.4285714286,0.0,,Private,No,No,www.ksit.ac.in,Electronics & Communication,43.08571428571429,20.0,29.2,Moderate,Below Average,Not Ranked
KS Institute of Technology,FOOD TECHNOLOGY,Bengaluru,Karnataka,"Visvesvaraya Technological University, Belagavi",284571.4285714286,0.0,,Private,No,No,www.ksit.ac.in,Agriculture & Food Tech,43.08571428571429,20.0,29.2,Moderate,Below Average,Not Ranked
KS Institute of Technology,MECHANICAL ENGINEERING,Bengaluru,Karnataka,"Visvesvaraya Technological University, Belagavi",284571.4285714286,0.0,,Private,No,No,www.ksit.ac.in,Mechanical Engineering,43.08571428571429,20.0,29.2,Moderate,Below Average,Not Ranked
Rajagiri School of Engineering and Technology,APPLIED ELECTRONICS AND INSTRUMENTATION ENGINEERING,Kochi,Kerala,"APJ Abdul Kalam Technological University, Thiruvananthapuram",259384.61538461532,3.03,,Private,No,No,www.rajagiritech. ac.,Electronics & Communication,48.12307692307694,40.3,43.4,Moderate,Average,Not Ranked
Adi Shankara Institute of Engineering and Technology,APPLIED ELECTRONICS AND INSTRUMENTATION ENGINEERING,Kalady,Kerala,"APJ Abdul Kalam Technological University, Thiruvananthapuram",279000.0,0.0,,Private,No,No,"www.adishankara
 .net",Electronics & Communication,44.2,20.0,29.7,Moderate,Below Average,Not Ranked
LBS Institute of Technology for Women,APPLIED ELECTRONICS AND INSTRUMENTATION ENGINEERING,Thiruvananthapuram,Kerala,"APJ Abdul Kalam Technological University, Thiruvananthapuram",125714.28571428572,0.0,,Government,No,No,www.lbsitw.ac.in,Electronics & Communication,74.85714285714286,33.3,49.9,Affordable,Below Average,Not Ranked
Sahrdaya College of Engineering and Technology,BIOMEDICAL ENGINEERING,Thrissur,Kerala,"APJ Abdul Kalam Technological University, Thiruvananthapuram",299000.0,0.0,,Private,No,No,"www.sahrdaya.ac
 .in",Chemical & Biotechnology,40.2,20.0,28.1,Moderate,Below Average,Not Ranked
Sahrdaya College of Engineering and Technology,BIOTECHNOLOGY,Thrissur,Kerala,"APJ Abdul Kalam Technological University, Thiruvananthapuram",299000.0,0.0,,Private,No,No,"www.sahrdaya.ac
 .in",Chemical & Biotechnology,40.2,20.0,28.1,Moderate,Below Average,Not Ranked
Sree Chitra Thirunal College of Engineering,BIOTECHNOLOGY AND BIOCHEMICAL ENGINEERING,Thiruvananthapuram,Kerala,"APJ Abdul Kalam Technological University, Thiruvananthapuram",152200.0,0.0,,Government,No,No,www.sctce.ac.in,Chemical & Biotechnology,69.56,33.3,47.8,Affordable,Below Average,Not Ranked
Rajagiri School of Engineering and Technology,CIVIL ENGINEERING,Kochi,Kerala,"APJ Abdul Kalam Technological University, Thiruvananthapuram",259384.61538461532,3.03,,Private,No,No,www.rajagiritech. ac.,Civil Engineering,48.12307692307694,40.3,43.4,Moderate,Average,Not Ranked
Muthoot Institute of Technology and Science,CIVIL ENGINEERING,Thiruvaniyoor,Kerala,"APJ Abdul Kalam Technological University, Thiruvananthapuram",300000.0,0.0,,Private,No,No,www.mgits.ac.in,Civil Engineering,40.0,20.0,28.0,Moderate,Below Average,Not Ranked
SS College of Engineering,CIVIL ENGINEERING,Umra,Rajasthan,"Rajasthan Technical University, Kota",308000.0,0.0,,Government,No,No,www.cethalasser y.ac.,Civil Engineering,39.2,20.0,27.7,Premium,Below Average,Not Ranked
Bharat College of Engineering,CIVIL ENGINEERING,Thane,Maharashtra,"University of Mumbai, Mumbai",279000.0,0.0,,Government,No,No,www.gecbh.ac.in,Civil Engineering,44.2,20.0,29.7,Moderate,Below Average,Not Ranked
Adi Shankara Institute of Engineering and Technology,CIVIL ENGINEERING,Kalady,Kerala,"APJ Abdul Kalam Technological University, Thiruvananthapuram",279000.0,0.0,,Private,No,No,"www.adishankara
 .net",Civil Engineering,44.2,20.0,29.7,Moderate,Below Average,Not Ranked
LBS Institute of Technology for Women,CIVIL ENGINEERING,Thiruvananthapuram,Kerala,"APJ Abdul Kalam Technological University, Thiruvananthapuram",125714.28571428572,0.0,,Government,No,No,www.lbsitw.ac.in,Civil Engineering,74.85714285714286,33.3,49.9,Affordable,Below Average,Not Ranked
Sahrdaya College of Engineering and Technology,CIVIL ENGINEERING,Thrissur,Kerala,"APJ Abdul Kalam Technological University, Thiruvananthapuram",299000.0,0.0,,Private,No,No,"www.sahrdaya.ac
 .in",Civil Engineering,40.2,20.0,28.1,Moderate,Below Average,Not Ranked
Marian Engineering College,CIVIL ENGINEERING,Thiruvananthapuram,Kerala,"APJ Abdul Kalam Technological University, Thiruvananthapuram",331375.0,0.0,,Private,No,No,www.marian.ac.i n,Civil Engineering,36.8625,20.0,26.7,Premium,Below Average,Not Ranked
NSS College of Engineering,CIVIL ENGINEERING,Palakkad,Kerala,"APJ Abdul Kalam Technological University, Thiruvananthapuram",47130.0,0.0,,Government,No,No,www.nssce.ac.in,Civil Engineering,100.0,20.0,52.0,Budget-Friendly,Below Average,Not Ranked
Federal Institute of Science and Technology,CIVIL ENGINEERING,Mookkannoor,Kerala,"APJ Abdul Kalam Technological University, Thiruvananthapuram",209933.3333333333,0.0,,Private,No,No,www.fisat.ac.in,Civil Engineering,58.013333333333335,20.0,35.2,Moderate,Below Average,Not Ranked
Muthoot Institute of Technology and Science,COMPUTER SCIENCE & ENGINEERING,Thiruvaniyoor,Kerala,"APJ Abdul Kalam Technological University, Thiruvananthapuram",300000.0,0.0,,Private,No,No,www.mgits.ac.in,Computer Science & IT,40.0,20.0,28.0,Moderate,Below Average,Not Ranked
NSS College of Engineering,COMPUTER SCIENCE AND ENGINEERING,Palakkad,Kerala,"APJ Abdul Kalam Technological University, Thiruvananthapuram",47130.0,0.0,,Government,No,No,www.nssce.ac.in,Computer Science & IT,100.0,20.0,52.0,Budget-Friendly,Below Average,Not Ranked
Kalyani Government Engineering College,COMPUTER SCIENCE AND ENGINEERING,Kolkata,West Bengal,"Maulana Abul Kalam Azad University of Technology, Kolkata",56592.72727272727,0.0,,Government,No,No,www.gecwyd.ac.i n,Computer Science & IT,88.68145454545454,33.3,55.5,Budget-Friendly,Below Average,Not Ranked
Sree Chitra Thirunal College of Engineering,COMPUTER SCIENCE AND ENGINEERING,Thiruvananthapuram,Kerala,"APJ Abdul Kalam Technological University, Thiruvananthapuram",152200.0,0.0,,Government,No,No,www.sctce.ac.in,Computer Science & IT,69.56,33.3,47.8,Affordable,Below Average,Not Ranked
SS College of Engineering,COMPUTER SCIENCE AND ENGINEERING,Umra,Rajasthan,"Rajasthan Technical University, Kota",308000.0,0.0,,Government,No,No,www.cethalasser y.ac.,Computer Science & IT,39.2,20.0,27.7,Premium,Below Average,Not Ranked
Government Engineering College,COMPUTER SCIENCE AND ENGINEERING,Thrissur,Kerala,"APJ Abdul Kalam Technological University, Thiruvananthapuram",16331.42857142857,0.0,,Government,No,No,www.gecidukki.a c.in,Computer Science & IT,100.0,33.3,60.0,Budget-Friendly,Below Average,Not Ranked
Marian Engineering College,COMPUTER SCIENCE AND ENGINEERING,Thiruvananthapuram,Kerala,"APJ Abdul Kalam Technological University, Thiruvananthapuram",331375.0,0.0,,Private,No,No,www.marian.ac.i n,Computer Science & IT,36.8625,20.0,26.7,Premium,Below Average,Not Ranked
RMD Engineering College,COMPUTER SCIENCE AND ENGINEERING,Kavaraipettai,Tamil Nadu,"Anna University, Chennai",200000.0,2.82,,Government,No,No,www.mec.ac.in,Computer Science & IT,60.0,38.2,46.9,Affordable,Below Average,Not Ranked
Federal Institute of Science and Technology,COMPUTER SCIENCE AND ENGINEERING,Mookkannoor,Kerala,"APJ Abdul Kalam Technological University, Thiruvananthapuram",209933.3333333333,0.0,,Private,No,No,www.fisat.ac.in,Computer Science & IT,58.013333333333335,20.0,35.2,Moderate,Below Average,Not Ranked
Cheran College of Engineering,COMPUTER SCIENCE AND ENGINEERING,Karur,Tamil Nadu,"Anna University, Chennai",160000.0,0.0,,Government,No,No,www.ceconline.e du,Computer Science & IT,68.0,20.0,39.2,Affordable,Below Average,Not Ranked
Adi Shankara Institute of Engineering and Technology,COMPUTER SCIENCE AND ENGINEERING,Kalady,Kerala,"APJ Abdul Kalam Technological University, Thiruvananthapuram",279000.0,0.0,,Private,No,No,"www.adishankara
 .net",Computer Science & IT,44.2,20.0,29.7,Moderate,Below Average,Not Ranked
LBS Institute of Technology for Women,COMPUTER SCIENCE AND ENGINEERING,Thiruvananthapuram,Kerala,"APJ Abdul Kalam Technological University, Thiruvananthapuram",125714.28571428572,0.0,,Government,No,No,www.lbsitw.ac.in,Computer Science & IT,74.85714285714286,33.3,49.9,Affordable,Below Average,Not Ranked
Sahrdaya College of Engineering and Technology,COMPUTER SCIENCE AND ENGINEERING,Thrissur,Kerala,"APJ Abdul Kalam Technological University, Thiruvananthapuram",299000.0,0.0,,Private,No,No,"www.sahrdaya.ac
 .in",Computer Science & IT,40.2,20.0,28.1,Moderate,Below Average,Not Ranked
Amrita School of Engineering,COMPUTER SCIENCE AND ENGINEERING,Coimbatore,Tamil Nadu,"Amrita Vishwa Vidyapeetham, Coimbatore",649857.1428571428,0.0,,Private,No,No,www.amrita.edu,Computer Science & IT,14.005714285714287,20.0,17.6,Expensive,Below Average,Not Ranked
Rajagiri School of Engineering and Technology,COMPUTER SCIENCE AND ENGINEERING,Kochi,Kerala,"APJ Abdul Kalam Technological University, Thiruvananthapuram",259384.61538461532,3.03,,Private,No,No,www.rajagiritech. ac.,Computer Science & IT,48.12307692307694,40.3,43.4,Moderate,Average,Not Ranked
Marian Engineering College,ELECTRICAL AND ELECTRONICS ENGINEERING,Thiruvananthapuram,Kerala,"APJ Abdul Kalam Technological University, Thiruvananthapuram",331375.0,0.0,,Private,No,No,www.marian.ac.i n,Electronics & Communication,36.8625,20.0,26.7,Premium,Below Average,Not Ranked
Rajagiri School of Engineering and Technology,ELECTRICAL AND ELECTRONICS ENGINEERING,Kochi,Kerala,"APJ Abdul Kalam Technological University, Thiruvananthapuram",259384.61538461532,3.03,,Private,No,No,www.rajagiritech. ac.,Electronics & Communication,48.12307692307694,40.3,43.4,Moderate,Average,Not Ranked
RMD Engineering College,ELECTRICAL AND ELECTRONICS ENGINEERING,Kavaraipettai,Tamil Nadu,"Anna University, Chennai",200000.0,2.82,,Government,No,No,www.mec.ac.in,Electronics & Communication,60.0,38.2,46.9,Affordable,Below Average,Not Ranked
Kalyani Government Engineering College,ELECTRICAL AND ELECTRONICS ENGINEERING,Kolkata,West Bengal,"Maulana Abul Kalam Azad University of Technology, Kolkata",56592.72727272727,0.0,,Government,No,No,www.gecwyd.ac.i n,Electronics & Communication,88.68145454545454,33.3,55.5,Budget-Friendly,Below Average,Not Ranked
Muthoot Institute of Technology and Science,ELECTRICAL AND ELECTRONICS ENGINEERING,Thiruvaniyoor,Kerala,"APJ Abdul Kalam Technological University, Thiruvananthapuram",300000.0,0.0,,Private,No,No,www.mgits.ac.in,Electronics & Communication,40.0,20.0,28.0,Moderate,Below Average,Not Ranked
SS College of Engineering,ELECTRICAL AND ELECTRONICS ENGINEERING,Umra,Rajasthan,"Rajasthan Technical University, Kota",308000.0,0.0,,Government,No,No,www.cethalasser y.ac.,Electronics & Communication,39.2,20.0,27.7,Premium,Below Average,Not Ranked
Federal Institute of Science and Technology,ELECTRICAL AND ELECTRONICS ENGINEERING,Mookkannoor,Kerala,"APJ Abdul Kalam Technological University, Thiruvananthapuram",209933.3333333333,0.0,,Private,No,No,www.fisat.ac.in,Electronics & Communication,58.013333333333335,20.0,35.2,Moderate,Below Average,Not Ranked
Bharat College of Engineering,ELECTRICAL AND ELECTRONICS ENGINEERING,Thane,Maharashtra,"University of Mumbai, Mumbai",279000.0,0.0,,Government,No,No,www.gecbh.ac.in,Electronics & Communication,44.2,20.0,29.7,Moderate,Below Average,Not Ranked
Government Engineering College,ELECTRICAL AND ELECTRONICS ENGINEERING,Thrissur,Kerala,"APJ Abdul Kalam Technological University, Thiruvananthapuram",16331.42857142857,0.0,,Government,No,No,www.gecidukki.a c.in,Electronics & Communication,100.0,33.3,60.0,Budget-Friendly,Below Average,Not Ranked
Adi Shankara Institute of Engineering and Technology,ELECTRICAL AND ELECTRONICS ENGINEERING,Kalady,Kerala,"APJ Abdul Kalam Technological University, Thiruvananthapuram",279000.0,0.0,,Private,No,No,"www.adishankara
 .net",Electronics & Communication,44.2,20.0,29.7,Moderate,Below Average,Not Ranked
Sahrdaya College of Engineering and Technology,ELECTRICAL AND ELECTRONICS ENGINEERING,Thrissur,Kerala,"APJ Abdul Kalam Technological University, Thiruvananthapuram",299000.0,0.0,,Private,No,No,"www.sahrdaya.ac
 .in",Electronics & Communication,40.2,20.0,28.1,Moderate,Below Average,Not Ranked
Amrita School of Engineering,ELECTRICAL AND ELECTRONICS ENGINEERING,Coimbatore,Tamil Nadu,"Amrita Vishwa Vidyapeetham, Coimbatore",649857.1428571428,0.0,,Private,No,No,www.amrita.edu,Electronics & Communication,14.005714285714287,20.0,17.6,Expensive,Below Average,Not Ranked
NSS College of Engineering,ELECTRICAL AND ELECTRONICS ENGINEERING,Palakkad,Kerala,"APJ Abdul Kalam Technological University, Thiruvananthapuram",47130.0,0.0,,Government,No,No,www.nssce.ac.in,Electronics & Communication,100.0,20.0,52.0,Budget-Friendly,Below Average,Not Ranked
Cheran College of Engineering,ELECTRICAL AND ELECTRONICS ENGINEERING,Karur,Tamil Nadu,"Anna University, Chennai",160000.0,0.0,,Government,No,No,www.ceconline.e du,Electronics & Communication,68.0,20.0,39.2,Affordable,Below Average,Not Ranked
Bharat College of Engineering,ELECTRONICS & COMMUNICATION ENGG,Thane,Maharashtra,"University of Mumbai, Mumbai",279000.0,0.0,,Government,No,No,www.gecbh.ac.in,Electronics & Communication,44.2,20.0,29.7,Moderate,Below Average,Not Ranked
Government Engineering College,ELECTRONICS & COMMUNICATION ENGG,Thrissur,Kerala,"APJ Abdul Kalam Technological University, Thiruvananthapuram",16331.42857142857,0.0,,Government,No,No,www.gecidukki.a c.in,Electronics & Communication,100.0,33.3,60.0,Budget-Friendly,Below Average,Not Ranked
LBS Institute of Technology for Women,ELECTRONICS & COMMUNICATION ENGG,Thiruvananthapuram,Kerala,"APJ Abdul Kalam Technological University, Thiruvananthapuram",125714.28571428572,0.0,,Government,No,No,www.lbsitw.ac.in,Electronics & Communication,74.85714285714286,33.3,49.9,Affordable,Below Average,Not Ranked
Amrita School of Engineering,ELECTRONICS & COMMUNICATION ENGG,Coimbatore,Tamil Nadu,"Amrita Vishwa Vidyapeetham, Coimbatore",649857.1428571428,0.0,,Private,No,No,www.amrita.edu,Electronics & Communication,14.005714285714287,20.0,17.6,Expensive,Below Average,Not Ranked
NSS College of Engineering,ELECTRONICS & COMMUNICATION ENGG,Palakkad,Kerala,"APJ Abdul Kalam Technological University, Thiruvananthapuram",47130.0,0.0,,Government,No,No,www.nssce.ac.in,Electronics & Communication,100.0,20.0,52.0,Budget-Friendly,Below Average,Not Ranked
RMD Engineering College,ELECTRONICS & COMMUNICATION ENGG,Kavaraipettai,Tamil Nadu,"Anna University, Chennai",200000.0,2.82,,Government,No,No,www.mec.ac.in,Electronics & Communication,60.0,38.2,46.9,Affordable,Below Average,Not Ranked
Kalyani Government Engineering College,ELECTRONICS & COMMUNICATION ENGG,Kolkata,West Bengal,"Maulana Abul Kalam Azad University of Technology, Kolkata",56592.72727272727,0.0,,Government,No,No,www.gecwyd.ac.i n,Electronics & Communication,88.68145454545454,33.3,55.5,Budget-Friendly,Below Average,Not Ranked
SS College of Engineering,ELECTRONICS & COMMUNICATION ENGG,Umra,Rajasthan,"Rajasthan Technical University, Kota",308000.0,0.0,,Government,No,No,www.cethalasser y.ac.,Electronics & Communication,39.2,20.0,27.7,Premium,Below Average,Not Ranked
